icao_code,name,type,iso_country,iso_region,municipality,latitude_deg,longitude_deg
LTDB,Çukurova International Airport,large_airport,TR,TR-33,Tarsus,36.891478,35.071235
LTFB,Selçuk Efes Airport,small_airport,TR,TR-35,Selçuk,37.950699,27.329
LTFC,Süleyman Demirel International Airport,medium_airport,TR,TR-32,Isparta,37.8554,30.368401
LTFD,Balıkesir Koca Seyit Airport,large_airport,TR,TR-10,Edremit,39.552533,27.010192
LTFE,Milas Bodrum International Airport,large_airport,TR,TR-48,Bodrum,37.249314,27.66401
LTFG,Gazipaşa-Alanya Airport,medium_airport,TR,TR-07,Gazipaşa,36.299217,32.300598
LTFH,Samsun-Çarşamba Airport,medium_airport,TR,TR-55,Samsun,41.253988,36.567546
LTFJ,Istanbul Sabiha Gökçen International Airport,large_airport,TR,TR-34,Istanbul,40.898602,29.3092
LTFK,Gökçeada Airport,small_airport,TR,TR-17,Gökçeada,40.204498,25.883302
LTFM,İstanbul Airport,large_airport,TR,TR-34,Istanbul,41.274874,28.732136
LTFO,Rize–Artvin Airport,large_airport,TR,TR-53,Rize,41.179766,40.848802
EVDA,Daugavpils International Airport,medium_airport,LV,LV-111,Daugavpils,55.944721,26.665001
LWOH,Ohrid St. Paul the Apostle Airport,large_airport,MK,MK-003,Ohrid,41.18,20.7423
LWSK,Skopje International Airport,large_airport,MK,MK-008,Ilinden,41.958087,21.622581
LZDV,Dubová Airstrip,small_airport,SK,SK-BL,Dubová,48.347019,17.356583
LZIB,M. R. Štefánik Airport,large_airport,SK,SK-BL,Bratislava,48.1702,17.2127
LZKZ,Košice International Airport,medium_airport,SK,SK-KI,Košice,48.663101,21.2411
LZPP,Piešťany Airport,medium_airport,SK,SK-TA,Piešťany,48.62519836425781,17.828399658203125
LZSL,Sliač Airport,medium_airport,SK,SK-BC,Sliač,48.63779830932617,19.13409996032715
LZTT,Poprad-Tatry Airport,medium_airport,SK,SK-PV,Poprad,49.070994,20.241394
LZZI,Žilina-Dolný Hričov Airport,medium_airport,SK,SK-ZI,Dolný Hričov,49.233292,18.613386
EPPG,Kakolewo (former military),small_airport,PL,PL-WP,Kąkolewo,52.235001,16.243
EPBE,Bełchatów Airstrip,small_airport,PL,PL-LD,Kałduny,51.402116,19.378239
LPSE,Aeródromo de Seia,small_airport,PT,PT-09,Seia,40.453186,-7.692059
LRSP,Sânpetru-Brașov Aerodrome,small_airport,RO,RO-BV,Sânpetru,45.721036,25.633707
LRMM,Aerodrom Baia Mare,small_airport,RO,RO-MM,Baia Mare,47.659081,23.474513
ESNH,Hudiksvall Airport,small_airport,SE,SE-X,Hudiksvall,61.768087,17.080715
LZKA,Komoča ULM,small_airport,SK,SK-NJ,Komoča,47.97054,18.040467
LTON,Samsun / Ondokuz Mayis Airport,small_airport,TR,TR-55,İstiklal,41.5129,36.1203
