icao_code,name,type,iso_country,iso_region,municipality,latitude_deg,longitude_deg
EGPT,Perth/Scone Airport,small_airport,GB,GB-SCT,"Perth, Perth and Kinross",56.439201,-3.37222
EGPU,Tiree Airport,medium_airport,GB,GB-SCT,"Balemartine, Argyll and Bute",56.499199,-6.86917
EGPW,Unst Airfield,small_airport,GB,GB-SCT,"Baltasound, Shetland Islands",60.7472,-0.85385
EGQL,Leuchars Station Airfield,medium_airport,GB,GB-SCT,"Leuchars, Fife",56.37398,-2.868862
EGQS,RAF Lossiemouth,medium_airport,GB,GB-SCT,"Lossiemouth, Moray",57.7052,-3.33917
EGSA,Shipdham Airfield,small_airport,GB,GB-ENG,"Thetford, Norfolk",52.629398,0.928056
EGSC,Cambridge City Airport,medium_airport,GB,GB-ENG,"Cambridge, Cambridgeshire",52.205002,0.175
EGSD,Great Yarmouth - North Denes Airport,small_airport,GB,GB-ENG,"Great Yarmouth, Norfolk",52.635576,1.723016
EGSF,Peterborough Business Airport,small_airport,GB,GB-ENG,"Peterborough, Cambridgeshire",52.468102,-0.251111
EGSG,Stapleford Aerodrome,small_airport,GB,GB-ENG,"Romford, Greater London",51.6525,0.155833
EGSH,Norwich Airport,medium_airport,GB,GB-ENG,"Norwich, Norfolk",52.6758,1.28278
EGSI,Marshland Airfield,small_airport,GB,GB-ENG,"Wisbech, Cambridgeshire",52.643611,0.295
EGSJ,Seething Airfield,small_airport,GB,GB-ENG,"Mundham, Norfolk",52.510997,1.416864
EGSL,Andrewsfield Aerodrome,small_airport,GB,GB-ENG,"Braintree, Essex",51.895,0.449167
EGSM,Beccles Airfield,small_airport,GB,GB-ENG,"Beccles, Suffolk",52.435299,1.61833
EGSO,Crowfield Airfield,small_airport,GB,GB-ENG,"Ipswich, Suffolk",52.173045,1.110649
EGSP,Peterborough/Sibson Airfield,small_airport,GB,GB-ENG,"Peterborough, Cambridgeshire",52.5571,-0.386982
EGSQ,Clacton Airfield,small_airport,GB,GB-ENG,"Clacton-on-Sea, Essex",51.785,1.13
EGSR,Earls Colne Airfield,small_airport,GB,GB-ENG,"Colchester, Essex",51.914398,0.6825
EGSS,London Stansted Airport,large_airport,GB,GB-ENG,"London, Essex",51.884998,0.235
EGST,Elmsett Airfield,small_airport,GB,GB-ENG,"Ipswich, Suffolk",52.075454,0.977654
EGSU,Duxford Aerodrome,small_airport,GB,GB-ENG,"Duxford, Cambridgeshire",52.090801,0.131944
EGSV,Old Buckenham Airfield,small_airport,GB,GB-ENG,"Old Buckenham, Norfolk",52.497501,1.05194
EGSW,Newmarket Heath Airfield,small_airport,GB,GB-ENG,"Newmarket, Suffolk",52.235147,0.350643
EGSX,North Weald Airfield,small_airport,GB,GB-ENG,"Epping, Essex",51.721699,0.154167
EGTB,Wycombe Air Park,small_airport,GB,GB-ENG,"Marlow, Buckinghamshire",51.61177,-0.808316
EGTC,Cranfield Airport,medium_airport,GB,GB-ENG,"Cranfield, Central Bedfordshire",52.072201,-0.616667
EGTD,Dunsfold Aerodrome,small_airport,GB,GB-ENG,"Cranleigh, Surrey",51.117199,-0.535833
EGTE,Exeter International Airport,medium_airport,GB,GB-ENG,"Exeter, Devon",50.734261,-3.413984
EGTF,Fairoaks Airport,small_airport,GB,GB-ENG,"Woking, Surrey",51.348099,-0.558889
EGTH,Old Warden Airfield,small_airport,GB,GB-ENG,"Biggleswade, Central Bedfordshire",52.084591,-0.3201
EGTK,London Oxford Airport,medium_airport,GB,GB-ENG,"Kidlington, Oxfordshire",51.836899,-1.32
EGTO,Rochester Airport,small_airport,GB,GB-ENG,"Rochester, Kent",51.351898,0.503333
EGTP,Perranporth Airfield,small_airport,GB,GB-ENG,"Perranporth, Cornwall",50.330617,-5.179317
EGTR,Elstree Airfield,small_airport,GB,GB-ENG,"Borehamwood, Hertfordshire",51.6558,-0.325833
EGUB,RAF Benson,medium_airport,GB,GB-ENG,"Wallingford, Oxfordshire",51.614366,-1.095991
EGUL,RAF Lakenheath,medium_airport,GB,GB-ENG,"Brandon, Suffolk",52.40954,0.561161
EGUN,RAF Mildenhall,medium_airport,GB,GB-ENG,"Bury Saint Edmunds, Suffolk",52.3619,0.486406
EGVA,RAF Fairford,medium_airport,GB,GB-ENG,"Fairford, Gloucestershire",51.683568,-1.789172
EGVN,RAF Brize Norton,medium_airport,GB,GB-ENG,"Carterton, Oxfordshire",51.75,-1.58362
EGVO,RAF Odiham,medium_airport,GB,GB-ENG,"Hook, Hampshire",51.2341,-0.942825
EGWN,RAF Halton,small_airport,GB,GB-ENG,"Halton, Buckinghamshire",51.790699,-0.737972
EGWU,RAF Northolt,medium_airport,GB,GB-ENG,"Northolt, Greater London",51.553001,-0.418167
EGXC,RAF Coningsby,medium_airport,GB,GB-ENG,"Lincoln, Lincolnshire",53.092999,-0.166014
EGCM,Leeds East Airport,medium_airport,GB,GB-ENG,"Tadcaster, North Yorkshire",53.834747,-1.194678
EGXH,RAF Honington,medium_airport,GB,GB-ENG,"Bury Saint Edmunds, Suffolk",52.342602,0.772939
EGXT,RAF Wittering,medium_airport,GB,GB-ENG,"Peterborough, Cambridgeshire",52.612598,-0.476453
EGXW,RAF Waddington,medium_airport,GB,GB-ENG,"Lincoln, Lincolnshire",53.166199,-0.523811
EGXY,RAF Syerston,small_airport,GB,GB-ENG,"Newark on Trent, Nottinghamshire",53.0228,-0.911111
EGYD,RAF Cranwell,medium_airport,GB,GB-ENG,"Sleaford, Lincolnshire",53.027308,-0.493104
EGYE,RAF Barkston Heath,medium_airport,GB,GB-ENG,"Grantham, Lincolnshire",52.960616,-0.559428
EGYM,RAF Marham,medium_airport,GB,GB-ENG,"King's Lynn, Norfolk",52.648395,0.550692
EHAL,Ameland Airport Ballum,small_airport,NL,NL-FR,Ballum,53.453612,5.678396
EHAM,Amsterdam Airport Schiphol,large_airport,NL,NL-NH,Amsterdam,52.308601,4.76389
EHBD,Kempen Airport Budel,medium_airport,NL,NL-NB,Weert,51.255299,5.60139
EHBK,Maastricht Aachen Airport,large_airport,NL,NL-LI,Maastricht,50.911087,5.769401
EHDL,Deelen Air Base,medium_airport,NL,NL-GE,Arnhem,52.0606,5.87306
EHDR,Drachten Airfield,small_airport,NL,NL-FR,Drachten,53.117933,6.127324
EHEH,Eindhoven Airport,large_airport,NL,NL-NB,Eindhoven,51.4500999451,5.37452983856
EHGG,Groningen Airport Eelde,large_airport,NL,NL-DR,Groningen,53.119107,6.577652
EHGR,Gilze Rijen Air Base,medium_airport,NL,NL-NB,Rijen,51.567402,4.93183
EHKD,De Kooy Airfield / Den Helder Naval Air Station,medium_airport,NL,NL-NH,Den Helder,52.923401,4.78062
EHLE,Lelystad Airport,medium_airport,NL,NL-FL,Lelystad,52.453188,5.514622
EHLW,Leeuwarden Air Base,medium_airport,NL,NL-FR,Leeuwarden,53.22859954833984,5.760560035705566
EHRD,Rotterdam The Hague Airport,large_airport,NL,NL-ZH,Rotterdam,51.956902,4.43722
EHSE,Breda International Airport,small_airport,NL,NL-NB,Hoeven,51.554901,4.553003
EHTE,Teuge Airport,small_airport,NL,NL-GE,Deventer,52.242764,6.050004
EHTW,Twente Airport,medium_airport,NL,NL-OV,Enschede,52.275833,6.889167
EHTX,Texel International Airport,small_airport,NL,NL-NH,De Cocksdorp,53.114962,4.830552
EHVK,Volkel Air Base,medium_airport,NL,NL-NB,Uden,51.657222,5.707778
EHWO,Woensdrecht Air Base,medium_airport,NL,NL-NB,Hoogerheide,51.4491,4.34203
EIAB,Abbeyshrule Aerodrome,small_airport,IE,IE-LD,Abbeyshrule,53.591373,-7.642947
EIBB,Ballyboughal Aerodrome,small_airport,IE,IE-D,Fingal,53.505556,-6.237778
EIBN,Bantry Aerodrome,small_airport,IE,IE-CO,Bantry,51.6772,-9.487123
EIBR,Birr Aerodrome,small_airport,IE,IE-OY,Birr,53.070599,-7.897468
EIBT,Belmullet Aerodrome,small_airport,IE,IE-MO,Belmullet,54.2228012085,-10.0307998657
EICA,Connemara Regional Airport,small_airport,IE,IE-G,Inverin,53.23030090332031,-9.467780113220217
EICK,Cork International Airport,large_airport,IE,IE-CO,Cork,51.841301,-8.49111
EICL,Clonbullogue Aerodrome,small_airport,IE,IE-OY,Clonbullogue,53.249657,-7.122746
EICN,Coonagh Aerodrome,small_airport,IE,IE-LK,Limerick,52.6665,-8.68183
EIDL,Donegal Airport,medium_airport,IE,IE-DL,Donegal,55.0442008972168,-8.340999603271484
EIDW,Dublin Airport,large_airport,IE,IE-D,Dublin,53.428713,-6.262121
EIHH,Navan Airfield,small_airport,IE,IE-MH,Navan,53.695885,-6.654085
EIIM,Inishmore Aerodrome,small_airport,IE,IE-G,Inis Mór,53.1067008972168,-9.653610229492188
EIIR,Inisheer Aerodrome,small_airport,IE,IE-G,Inis Oírr,53.064701,-9.5109
EIKK,Kilkenny Airport,small_airport,IE,IE-KK,Kilkenny,52.65079879760742,-7.296110153198242
EIKN,Ireland West Airport Knock,large_airport,IE,IE-MO,Charlestown,53.910439,-8.817002
EIKY,Kerry Airport,medium_airport,IE,IE-KY,Farranfore,52.180901,-9.52378
EILT,Letterkenny Airfield,small_airport,IE,IE-DL,Letterkenny,54.951302,-7.67283
EIMN,Inishmaan Aerodrome,small_airport,IE,IE-G,Inis Meáin,53.092999,-9.56806
EINN,Shannon Airport,large_airport,IE,IE-CE,Shannon,52.702,-8.92482
EISG,Sligo Airport,medium_airport,IE,IE-SO,Sligo,54.280200958252,-8.5992097854614
EIWF,Waterford Airport,medium_airport,IE,IE-WD,Waterford,52.187199,-7.08696
EIWT,Weston Airport,medium_airport,IE,IE-D,Leixlip,53.351622,-6.490357
EKAE,Ærø Airfield,small_airport,DK,DK-83,Marstal,54.852798,10.4564
EKAH,Aarhus Airport,large_airport,DK,DK-82,Aarhus,56.303331,10.618286
EKAT,Anholt Airfield,small_airport,DK,DK-82,Anholt,56.698347,11.555718
EKAB,Arnborg Gliding Center,small_airport,DK,DK-82,Herning,56.011109,9.016041
EKBI,Billund Airport,large_airport,DK,DK-83,Billund,55.740335,9.157019
EKCH,Copenhagen Kastrup Airport,large_airport,DK,DK-84,Copenhagen,55.617900848389,12.656000137329
EKEB,Esbjerg Airport,medium_airport,DK,DK-83,Esbjerg,55.525902,8.5534
EKKA,Midtjyllands Airport / Air Base Karup,medium_airport,DK,DK-82,Karup,56.297139,9.104311
EKLS,Læsø Airport,small_airport,DK,DK-81,Læsø,57.277199,11.0001
EKMB,Lolland Falster Maribo Airport,medium_airport,DK,DK-85,Rødby,54.699447,11.438163
EKOD,Odense Hans Christian Andersen Airport,large_airport,DK,DK-83,Odense,55.475307,10.327206
EKRK,Copenhagen Roskilde Airport,medium_airport,DK,DK-85,Roskilde,55.585602,12.1314
EKRN,Bornholm Airport,medium_airport,DK,DK-84,Rønne,55.063301,14.7596
EKSB,Sønderborg Airport,medium_airport,DK,DK-83,Sønderborg,54.96440124511719,9.791729927062988
EKSN,Sindal Airport,medium_airport,DK,DK-81,Sindal,57.503502,10.2294
EKSP,Skrydstrup Air Base,medium_airport,DK,DK-83,Vojens,55.221048,9.26702
EKSV,Skive Airport,medium_airport,DK,DK-82,Skive,56.550201,9.17298
EKTS,Thisted Airport,medium_airport,DK,DK-81,Thisted,57.068802,8.70522
EKVJ,Stauning Vestjylland  Airport,medium_airport,DK,DK-82,Skjern,55.990101,8.35391
EKYT,Aalborg Airport,large_airport,DK,DK-81,Aalborg,57.094763,9.84993
ELLX,Luxembourg-Findel International Airport,large_airport,LU,LU-L,Luxembourg,49.626845,6.212134
EPAR,Arłamów Airfield,small_airport,PL,PL-PK,Wola Korzeniecka,49.657501,22.514298
EPBA,Bielsko-Biała Aleksandrowice Airfield,small_airport,PL,PL-SL,Bielsko-Biała,49.805,19.0019
EPBB,Babięta,small_airport,PL,PL-WN,Babięta,53.667905,21.255426
EPBC,Warsaw Babice Airport,small_airport,PL,PL-MZ,Warsaw,52.269199,20.907203
EPBK,Białystok-Krywlany Airfield,small_airport,PL,PL-PD,Białystok,53.101398,23.170601
EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,medium_airport,PL,PL-KP,Bydgoszcz,53.096802,17.977699
EPCD,Depułtycze Królewskie Airfield,small_airport,PL,PL-LU,Królewskie,51.082067,23.437014
EPCE,Cewice Naval Air Base,medium_airport,PL,PL-PM,Siemirowice,54.416525,17.765734
EPDA,Darłówo Naval Air Base,small_airport,PL,PL-ZP,Darłowo,54.404701,16.3531
EPDE,Deblin Military Air Base,medium_airport,PL,PL-LU,Dęblin,51.551021,21.892322
EPEL,Elbląg Airfield,small_airport,PL,PL-WN,Elbląg,54.1408,19.4233
EPGD,Gdańsk Lech Wałęsa Airport,large_airport,PL,PL-PM,Gdańsk,54.377602,18.4662
EPGE,Giże Airfield,small_airport,PL,PL-WN,Giże,53.982436,22.403149
EPGI,Grudziądz Lisie Kąty Airfield,small_airport,PL,PL-KP,Grudziądz,53.524399,18.849199
EPGR,Łańsk / Gryźliny Airfield,small_airport,PL,PL-WN,Gryźliny,53.608072,20.349692
EPIN,Inowrocław Airfield,small_airport,PL,PL-KP,Inowrocław,52.806155,18.283133
EPJG,Jelenia Góra Airfield,small_airport,PL,PL-DS,Jelenia Góra,50.898899,15.7856
EPKA,Kielce-Masłów Airfield,small_airport,PL,PL-SK,Kielce,50.896702,20.731701
EPKK,Kraków John Paul II International Airport,large_airport,PL,PL-MA,Balice,50.077702,19.7848
EPKN,Opole-Kamień Śląski Airfield,small_airport,PL,PL-OP,Kamień Śląski,50.530598,18.079283
EPKT,Katowice Wojciech Korfanty International Airport,large_airport,PL,PL-SL,Katowice,50.476015,19.080705
EPLB,Lublin Airport,large_airport,PL,PL-LU,Lublin,51.240157,22.713461
EPLL,Łódź Władysław Reymont Airport,large_airport,PL,PL-LD,Łódź,51.721901,19.3981
EPLY,Leźnica Wielka Air Base,medium_airport,PL,PL-LD,Leźnica Wielka,52.004945,19.143792
EPMO,Warsaw Modlin Airport,large_airport,PL,PL-MZ,Nowy Dwór Mazowiecki,52.451099,20.6518
EPMY,Myślibórz-Giżyn Airfield,small_airport,PL,PL-ZP,Nowogródek Pomorski,52.941164,15.029812
EPOD,Olsztyn-Dajtki Airfield,small_airport,PL,PL-WN,Olsztyn,53.773889,20.413468
EPPL,Płock Airfield,small_airport,PL,PL-MZ,Płock,52.562225,19.720322
EPPO,Poznań-Ławica Airport,large_airport,PL,PL-WP,Poznań,52.421598,16.823359
EPRA,Warsaw Radom Airport,medium_airport,PL,PL-MZ,Radom,51.38937,21.214742
EPRJ,Rzeszów Sports Airfield,small_airport,PL,PL-PK,Nowa Wieś,50.104169,22.047029
EPRP,Radom-Piastrów Airfield,small_airport,PL,PL-MZ,Piastów,51.478901,21.110001
EPRU,Częstochowa-Rudniki Airport,small_airport,PL,PL-SL,Rudniki,50.884716,19.201842
EPRZ,Rzeszów-Jasionka Airport,large_airport,PL,PL-PK,Jasionka,50.109791,22.024155
EPSC,Solidarity Szczecin–Goleniów Airport,large_airport,PL,PL-ZP,Szczecin(Glewice),53.584702,14.9022
EPSD,Szczecin-Dąbie Airfield,small_airport,PL,PL-ZP,Szczecin,53.390659,14.632774
EPSK,Słupsk-Krȩpa Airfield,small_airport,PL,PL-PM,Krępa Słupska,54.410036,17.090572
EPST,Stalowa Wola-Turbia Airfield,small_airport,PL,PL-PK,Zaleszany,50.62638,21.998963
EPSY,Olsztyn-Mazury Airport,medium_airport,PL,PL-WN,Szymany,53.481899,20.9377
EPTM,Tomaszów Mazowiecki Military Air Base,medium_airport,PL,PL-LD,Nowy Glinnik,51.5844,20.097799
EPTO,Toruń Airfield,small_airport,PL,PL-KP,Toruń,53.029202,18.5459
EPWA,Warsaw Chopin Airport,large_airport,PL,PL-MZ,Warsaw,52.165699,20.9671
EPWR,Copernicus Wrocław Airport,large_airport,PL,PL-DS,Wrocław,51.103719,16.882096
EPZG,Zielona Góra-Babimost Airport,medium_airport,PL,PL-LB,Nowe Kramsko,52.1385,15.7986
LELI,El Molinillo Airfield,small_airport,ES,ES-EX,Almendralejo,38.739954,-6.391888
ESCF,Malmen Air Base,medium_airport,SE,SE-E,Linköping,58.397666,15.522422
ESCM,Ärna Air Base,small_airport,SE,SE-C,Uppsala,59.897301,17.5886
ESDF,Ronneby Airport,medium_airport,SE,SE-K,Ronneby,56.266701,15.265
ESFA,Hässleholm Bokeberg Airfield,small_airport,SE,SE-M,Hässleholm,56.134407,13.875647
ESFR,Råda Air Base,medium_airport,SE,SE-Q,Råda,58.4981,13.0532
ESFS,Sandvik Airfield,small_airport,SE,SE-H,Sandvik,57.064935,16.861854
ESGA,Backamo Airfield,small_airport,SE,SE-Q,Uddevalla,58.1772,11.9735
ESGC,Ålleberg Airfield,small_airport,SE,SE-Q,Ålleberg,58.134499,13.602097
ESGD,Bämmelshed Airfield,small_airport,SE,SE-Q,Tidaholm,58.192146,13.998156
ESGE,Borås Airfield,small_airport,SE,SE-Q,Borås,57.695935,12.845002
ESGF,Morup Airfield,small_airport,SE,SE-N,Falkenberg,56.968598,12.388047
ESGG,Göteborg Landvetter Airport,large_airport,SE,SE-Q,Göteborg,57.6628,12.2798
ESGH,Herrljunga Airfield,small_airport,SE,SE-Q,Herrljunga,58.032376,13.108642
ESGI,Rödene Airfield,small_airport,SE,SE-Q,Alingsås,57.948888,12.575827
ESGJ,Jönköping Airport,medium_airport,SE,SE-F,Jönköping,57.757598876953125,14.068699836730955
ESGK,Falköping Airfield,small_airport,SE,SE-Q,Falköping,58.1698,13.5878
ESGL,Lidköping-Hovby Airport,small_airport,SE,SE-Q,Lidköping,58.4655,13.1744
ESGM,Öresten Airfield,small_airport,SE,SE-Q,Öresten,57.445301,12.649
ESGN,Brännebrona Airfield,small_airport,SE,SE-Q,Götene,58.573374,13.611237
ESGO,Vårgårda Airfield,small_airport,SE,SE-Q,Vårgårda,58.039306,12.785781
ESGP,Säve Airport,medium_airport,SE,SE-Q,Göteborg,57.7747,11.8704
ESGR,Skövde Airport,medium_airport,SE,SE-Q,Skövde,58.456402,13.9727
ESGS,Näsinge Airfield,small_airport,SE,SE-Q,Strömstad,59.01676,11.341344
ESGT,Trollhättan-Vänersborg Airport,medium_airport,SE,SE-Q,Trollhättan,58.31809997558594,12.345000267028809
ESGU,Rörkärr Airfield,small_airport,SE,SE-Q,Uddevalla,58.366493,11.773879
ESGV,Varberg Getterön Airfield,small_airport,SE,SE-N,Varberg,57.125052,12.229157
ESGY,Säffle Airfield,small_airport,SE,SE-S,Säffle,59.084479,12.94936
ESKK,Karlskoga Airport,medium_airport,SE,SE-T,Karlskoga,59.345901,14.4959
ESKM,Mora Airport,medium_airport,SE,SE-W,Mora,60.957901,14.5114
ESKN,Stockholm Skavsta Airport,large_airport,SE,SE-D,Nyköping,58.789656,16.911479
ESME,Eslöv Airfield,small_airport,SE,SE-M,Eslöv,55.848923,13.329935
ESMK,Kristianstad Airport,medium_airport,SE,SE-M,Kristianstad,55.9217,14.0855
ESML,Landskrona Enoch Thulins Airfield,small_airport,SE,SE-M,Härslöv,55.946124,12.870001
ESMO,Oskarshamn Airport,small_airport,SE,SE-H,Oskarshamn,57.350498,16.497999
ESMQ,Kalmar Airport,medium_airport,SE,SE-H,Kalmar,56.685501,16.2876
ESMS,Malmö Sturup Airport,large_airport,SE,SE-M,Malmö,55.535564,13.376327
ESMT,Halmstad Airport,medium_airport,SE,SE-N,Halmstad,56.69110107421875,12.820199966430664
ESMU,Möckeln Airfield,small_airport,SE,SE-G,Älmhult,56.572514,14.16885
ESMX,Växjö Kronoberg Airport,medium_airport,SE,SE-G,Växjö,56.929100036621094,14.727999687194824
ESMY,Smålandsstenar Smålanda Airfield,small_airport,SE,SE-F,Smålandsstenar,57.168598,13.4402
ESMZ,Ölanda Airfield,small_airport,SE,SE-H,Ölanda,57.328236,17.050524
ESNA,Hallviken Airfield,small_airport,SE,SE-Z,Hallviken,63.7383,15.4583
ESND,Sveg Airport,small_airport,SE,SE-Z,Sveg,62.047798,14.4229
ESNG,Gällivare Airport,medium_airport,SE,SE-BD,Gällivare,67.13240051269531,20.814599990844727
ESNK,Kramfors-Sollefteå Höga Kusten Airport,medium_airport,SE,SE-Y,Nyland,63.048599,17.7689
ESNL,Lycksele Airport,medium_airport,SE,SE-AC,Lycksele,64.548302,18.7162
ESNN,Sundsvall-Härnösand Airport,medium_airport,SE,SE-Y,Sundsvall/ Härnösand,62.528099060058594,17.443899154663086
ESNO,Örnsköldsvik Airport,medium_airport,SE,SE-Y,Örnsköldsvik,63.40829849243164,18.989999771118164
ESNP,Piteå Airfield,small_airport,SE,SE-BD,Piteå,65.3983,21.260799
ESNQ,Kiruna Airport,large_airport,SE,SE-BD,Kiruna,67.821999,20.3368
ESNS,Skellefteå Airport,medium_airport,SE,SE-AC,Skellefteå,64.62480163574219,21.076900482177734
ESNU,Umeå Airport,large_airport,SE,SE-AC,Umeå,63.791801,20.282801
ESNV,Vilhelmina South Lapland Airport,medium_airport,SE,SE-AC,Vilhelmina,64.579102,16.833599
ESNX,Arvidsjaur Airport,medium_airport,SE,SE-BD,Arvidsjaur,65.59030151367188,19.28190040588379
ESNY,Söderhamn Airport,medium_airport,SE,SE-X,Söderhamn,61.261501,17.0991
ESNZ,Åre Östersund Airport,large_airport,SE,SE-Z,Östersund,63.193546,14.504168
ESOE,Örebro Airport,medium_airport,SE,SE-T,Örebro,59.22370147705078,15.038000106811523
ESOH,Hagfors Airport,small_airport,SE,SE-S,Råda,60.0201,13.5789
ESOK,Karlstad Airport,medium_airport,SE,SE-S,Karlstad,59.444698,13.3374
ESOW,Stockholm Västerås Airport,large_airport,SE,SE-U,Stockholm / Västerås,59.589401,16.6336
ESPA,Luleå Airport,large_airport,SE,SE-BD,Luleå,65.5438,22.122
ESSA,Stockholm-Arlanda Airport,large_airport,SE,SE-AB,Stockholm,59.64849,17.928829
ESSB,Stockholm-Bromma Airport,medium_airport,SE,SE-AB,Stockholm,59.354401,17.9417
ESSD,Dala Airport,medium_airport,SE,SE-W,Borlange,60.422001,15.5152
ESSF,Hultsfred Airport,small_airport,SE,SE-H,Hultsfred,57.525799,15.8233
ESSG,Ludvika Airfield,small_airport,SE,SE-W,Ludvika,60.088299,15.0964
ESSK,Gävle Sandviken Airport,medium_airport,SE,SE-X,Gävle / Sandviken,60.5933,16.951401
ESSL,Linköping City Airport,large_airport,SE,SE-E,Linköping,58.404909,15.684499
ESSP,Norrköping Airport,medium_airport,SE,SE-E,Norrköping,58.586299896240234,16.250600814819336
ESST,Torsby Airport,medium_airport,SE,SE-S,Torsby,60.1576,12.9913
ESSU,Eskilstuna Airport,medium_airport,SE,SE-D,Eskilstuna,59.351101,16.708401
ESSV,Visby Airport,large_airport,SE,SE-I,Visby,57.6628,18.346201
ESSW,Västervik Airport,small_airport,SE,SE-H,Västervik,57.779999,16.5236
ESTA,Ängelholm-Helsingborg Airport,medium_airport,SE,SE-M,Ängelholm,56.29610061645508,12.847100257873535
ESUD,Storuman Airport,medium_airport,SE,SE-AC,Storuman,64.960899,17.6966
ESUE,Idre Airport,small_airport,SE,SE-W,Idre,61.869701,12.6894
ESUP,Pajala Airport,small_airport,SE,SE-BD,Pajala,67.244569,23.074894
ESUT,Hemavan Airport,small_airport,SE,SE-AC,Hemavan,65.806099,15.0828
ESVK,Katrineholm Airfield,small_airport,SE,SE-D,Katrineholm,59.017988,16.221775
ESVM,Skinnlanda Airfield,small_airport,SE,SE-W,Malung,60.658798,13.7266
ESVQ,Köping/Gålby Airfield,small_airport,SE,SE-U,Köping,59.528083,15.970064
ESVS,Siljansnäs Air Park,small_airport,SE,SE-W,Siljansnäs,60.785099,14.8272
ETAD,Spangdahlem Air Base,medium_airport,DE,DE-RP,Trier,49.976507,6.698413
ETAR,Ramstein Air Base,medium_airport,DE,DE-RP,Ramstein-Miesenbach,49.436901,7.60028
ETHA,Altenstadt Army Airfield,small_airport,DE,DE-BY,Altenstadt,47.835499,10.8712
ETHB,Bückeburg Air Base,medium_airport,DE,DE-NI,Bückeburg,52.2785,9.08217
ETHC,Celle Army Airfield,medium_airport,DE,DE-NI,Celle,52.591202,10.0221
ETHF,Fritzlar Army Airfield,medium_airport,DE,DE-HE,Fritzlar,51.1146,9.286
ETHL,Laupheim Air Base,medium_airport,DE,DE-BW,Laupheim,48.220299,9.91002
ETHN,Niederstetten Army Air Base,medium_airport,DE,DE-BW,Niederstetten,49.39162,9.956747
ETHS,Faßberg Air Base,medium_airport,DE,DE-NI,Faßberg,52.919399,10.185827
ETIC,Grafenwöhr Army Air Field,medium_airport,DE,DE-BY,Grafenwöhr,49.6987,11.9402
ETIH,Hohenfels Army Airfield,medium_airport,DE,DE-BY,Hohenfels,49.216541,11.836064
ETMN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,medium_airport,DE,DE-NI,Wurster Nordseeküste,53.767689,8.659201
ETND,Diepholz Air Base,medium_airport,DE,DE-NI,Diepholz,52.585556,8.342222
ETNG,Geilenkirchen Air Base,medium_airport,DE,DE-NW,Geilenkirchen,50.9608,6.04242
ETNH,Hohn Air Base,medium_airport,DE,DE-SH,Hohn,54.312199,9.53817
ETNL,Rostock-Laage Airport,medium_airport,DE,DE-MV,Laage,53.918201,12.2783
ETNN,Nörvenich Air Base,medium_airport,DE,DE-NW,Nörvenich,50.8312,6.65817
ETNS,Schleswig Air Base,medium_airport,DE,DE-SH,Jagel,54.459301,9.51633
ETNT,Wittmundhafen Air Base,medium_airport,DE,DE-NI,Wittmund,53.547798,7.66733
ETOU,Wiesbaden Army Airfield,medium_airport,DE,DE-HE,Wiesbaden,50.049800872802734,8.325400352478027
ETSB,Büchel Air Base,medium_airport,DE,DE-RP,Alflen,50.173801,7.06333
ETSH,Holzdorf Air Base,medium_airport,DE,DE-BR,Holzdorf,51.767799,13.1677
ETSI,Ingolstadt Manching Airport,medium_airport,DE,DE-BY,Manching,48.7156982421875,11.534000396728516
ETSL,Lechfeld Air Base,medium_airport,DE,DE-BY,Graben,48.185504,10.8612
ETSN,Neuburg Air Base,medium_airport,DE,DE-BY,Neuburg an der Donau,48.710999,11.2115
EVAD,Ādaži Airfield,small_airport,LV,LV-011,Ādaži,57.098591,24.266718
EVLI,Limbaži Airfield,small_airport,LV,LV-054,Limbaži,57.485476,24.672384
EVGA,Lielvarde Air Base,small_airport,LV,LV-067,Lielvarde,56.778301,24.853901
EVLA,Liepāja International Airport,large_airport,LV,LV-112,Liepāja,56.517502,21.096901
EVPA,Ikshkile Airfield,small_airport,LV,LV-067,Ikshkile,56.815668,24.524324
EVRA,Riga International Airport,large_airport,LV,LV-062,Riga,56.920752,23.970711
EVRS,Spilve Aerodrome,small_airport,LV,LV-RIX,Riga,56.9911,24.075001
EVVA,Ventspils International Airport,small_airport,LV,LV-VEN,Ventspils,57.3578,21.544201
EYBI,Biržai Airfield,small_airport,LT,LT-PN,Biržai,56.1758,24.7603
EYDR,Druskininkai Airfield,small_airport,LT,LT-AL,Druskininkai,54.015793,23.944797
EYKA,Kaunas International Airport,large_airport,LT,LT-KU,Kaunas,54.963965,24.08582
EYKL,Klaipėda Airfield,small_airport,LT,LT-KL,Klaipėda,55.712021,21.242892
EYKS,S. Darius and S. Girėnas Airfield,small_airport,LT,LT-KU,Kaunas,54.879799,23.8815
EYKT,Kartena Airfield,small_airport,LT,LT-KL,Kartena,55.921791,21.566704
EYMA,Mazeikiai / J.Kumpikeviciaus Airfield,small_airport,LT,LT-TE,Tirkšliai / Mažeikiai,56.230598,22.259399
EYMM,Sasnava Airfield,small_airport,LT,LT-MR,Sasnava,54.66433,23.455279
EYPA,Palanga International Airport,large_airport,LT,LT-KL,Palanga,55.973202,21.093901
